country,country_iso2,document_type,title,year,document_url,source_filename,path_pdf,path_md,sha256,md5,size_bytes,page_count,ocr_reader
Kenya,KE,Consultations,National Report submitted for the 11th Consultation on the 1960 Convention and Recommendation,1960,https://media.unesco.org/sites/default/files/webform/r2e002/kenya_11th-consultation-report_draft-report-on-right-to-education-kenya-final.pdf,kenya_11th-consultation-report_draft-report-on-right-to-education-kenya-final.pdf,documents/kenya/r2e002/kenya-11th-consultation-report-draft-report-on-right-to-education-kenya-final/document.pdf,documents/kenya/r2e002/kenya-11th-consultation-report-draft-report-on-right-to-education-kenya-final/document.md,4423bae3a6d8d3b0a58738aeb21941f1ae97043f1877f9b9133e4f11408f8a8f,a34592412d6ecaf36755a6dd1cd36717,969268,59,docling+structure-repair
Kuwait,KW,Constitution,Constitution of Kuwait - 1962,1962,https://media.unesco.org/sites/default/files/webform/r2e002/12dc146003b729046e1d8642b94152edb5c45c3e.pdf,12dc146003b729046e1d8642b94152edb5c45c3e.pdf,documents/kuwait/r2e002/12dc146003b729046e1d8642b94152edb5c45c3e/document.pdf,documents/kuwait/r2e002/12dc146003b729046e1d8642b94152edb5c45c3e/document.md,adb769363386fc3c1b60a4705cf31730ab49f35b9a670abc14a5b91f8a8a8d49,fa55665202e44679bb1767e2d15edda9,86832,28,docling+structure-repair
Kuwait,KW,Decree,Legislative Decree concerning Public Education - 1987,1987,https://media.unesco.org/sites/default/files/webform/r2e002/4d4e58c1783175a9f990a10d759b75827702827f.pdf,4d4e58c1783175a9f990a10d759b75827702827f.pdf,documents/kuwait/r2e002/4d4e58c1783175a9f990a10d759b75827702827f/document.pdf,documents/kuwait/r2e002/4d4e58c1783175a9f990a10d759b75827702827f/document.md,277f82c268c1d75f9ec6abc1062f539e66d383c53eae7487934f6e9fbf37a141,0921dee11224543afe690333c1abedb1,2422433,6,reducto
Kuwait,KW,Decree,Legislative Decree concerning Higher Education - 1988,1988,https://media.unesco.org/sites/default/files/webform/r2e002/4f44115b40d4fc014abfd5e49f00897198d642e2.pdf,4f44115b40d4fc014abfd5e49f00897198d642e2.pdf,documents/kuwait/r2e002/4f44115b40d4fc014abfd5e49f00897198d642e2/document.pdf,documents/kuwait/r2e002/4f44115b40d4fc014abfd5e49f00897198d642e2/document.md,d62b0f6631d3548e95de75c630b2f9087bb6dee09902e8533882ee9501195669,767e2cbfda31c30fcd0d3a7f9cc5ac78,1521676,4,unstructured
Kuwait,KW,Law,Law N° 11 Concerning Compulsory Education - 1965,1965,https://media.unesco.org/sites/default/files/webform/r2e002/5545bf9315a6102006e4260e284cc254cf8621b8.pdf,5545bf9315a6102006e4260e284cc254cf8621b8.pdf,documents/kuwait/r2e002/5545bf9315a6102006e4260e284cc254cf8621b8/document.pdf,documents/kuwait/r2e002/5545bf9315a6102006e4260e284cc254cf8621b8/document.md,6be02379bc17e0a62f129e801fd05e6b982acda58867d4a6a3868b1e1561c3d6,490da74941f30e16910315f3962faa80,2281271,6,reducto
Kuwait,KW,Decree,Legislative Decree N° 4 Concerning Eradication of Illiteracy - 1981,1981,https://media.unesco.org/sites/default/files/webform/r2e002/9179e22ee53d1e50de740e2c412c1a365dd1d329.pdf,9179e22ee53d1e50de740e2c412c1a365dd1d329.pdf,documents/kuwait/r2e002/9179e22ee53d1e50de740e2c412c1a365dd1d329/document.pdf,documents/kuwait/r2e002/9179e22ee53d1e50de740e2c412c1a365dd1d329/document.md,6ce6766f31d8d5fb26f7f39ea10a9fcac74fcf7b5b3e5d0b55346766753f07e1,ed7b7bfa2d27d992aad70280c74077db,2743738,7,reducto
Kuwait,KW,Decree,Ministerial Ordinance Concerning the Implementation of Compulsory Education - 1965,1965,https://media.unesco.org/sites/default/files/webform/r2e002/985e4891c793d205d0b62b8eb4c57db9e4d023e9.pdf,985e4891c793d205d0b62b8eb4c57db9e4d023e9.pdf,documents/kuwait/r2e002/985e4891c793d205d0b62b8eb4c57db9e4d023e9/document.pdf,documents/kuwait/r2e002/985e4891c793d205d0b62b8eb4c57db9e4d023e9/document.md,d172944941e8cd0442ae54c2f31ecfb98157466bbdeda2dfc42185536e3efca3,86137ab717e028b3640f033954441e5f,807228,2,reducto
Kuwait,KW,Decree,Legislative Decree concerning the Ministry of Education - 1979,1979,https://media.unesco.org/sites/default/files/webform/r2e002/9a7f2f4df1ef885512a606cde4583f6853bf907c.pdf,9a7f2f4df1ef885512a606cde4583f6853bf907c.pdf,documents/kuwait/r2e002/9a7f2f4df1ef885512a606cde4583f6853bf907c/document.pdf,documents/kuwait/r2e002/9a7f2f4df1ef885512a606cde4583f6853bf907c/document.md,890da6e542e6cdb71a4d43d6d053de91f45a43e7607fa099db48bd1ba69afca6,ffbf5b5478e9093b4e61588b4d5e51fa,1079536,3,paddleocr
Lao People's Democratic Republic,LA,Law,Law on the Protection of the Rights and Interests of Children - 2006,2006,https://media.unesco.org/sites/default/files/webform/r2e002/0e1abd1a7af94864fcb887b95013224540302930.pdf,0e1abd1a7af94864fcb887b95013224540302930.pdf,documents/lao-people-s-democratic-republic/r2e002/0e1abd1a7af94864fcb887b95013224540302930/document.pdf,documents/lao-people-s-democratic-republic/r2e002/0e1abd1a7af94864fcb887b95013224540302930/document.md,6c38ae213635f826fb15f646c5b0572e1fcfcb17231e7aa4e420ae00a870096f,706ce4a8d6c025bd8138c792212747fb,178286,33,docling+content-repair
Lao People's Democratic Republic,LA,Law,Labour Law - 2006 as amended in 2016,2016,https://media.unesco.org/sites/default/files/webform/r2e002/35b83ea83a0a172fd321996ab9c72ec901af4e15.pdf,35b83ea83a0a172fd321996ab9c72ec901af4e15.pdf,documents/lao-people-s-democratic-republic/r2e002/35b83ea83a0a172fd321996ab9c72ec901af4e15/document.pdf,documents/lao-people-s-democratic-republic/r2e002/35b83ea83a0a172fd321996ab9c72ec901af4e15/document.md,8d23548eea3141a38d4be840751de4c3ecbf78180f5031f398fe3888716e7687,a940e81ce3e6b6e7584d61463ce891a4,1284226,20,datalab
Lao People's Democratic Republic,LA,Decree,Decree on Compulsory Primary Education No.138/PMO/96 - 1996 (in Lao),1996,https://media.unesco.org/sites/default/files/webform/r2e002/4ef559ba54d5ce4b6a2eabc7611c5607e4f4b68b.pdf,4ef559ba54d5ce4b6a2eabc7611c5607e4f4b68b.pdf,documents/lao-people-s-democratic-republic/r2e002/4ef559ba54d5ce4b6a2eabc7611c5607e4f4b68b/document.pdf,documents/lao-people-s-democratic-republic/r2e002/4ef559ba54d5ce4b6a2eabc7611c5607e4f4b68b/document.md,fef810c5755f661a438ef4c0a3c9d41a8177389e578c0c1f4c1af51cf9ce0b91,730af6ae22d58c67a01fc175f5aff20d,132050,4,llamaparse
Lao People's Democratic Republic,LA,Decree,Decree on Persons with Disabilities (No. 137 of 2014).,2014,https://media.unesco.org/sites/default/files/webform/r2e002/9d24cac5260286c9fdf5c075df8862d26b2c2ce8.pdf,9d24cac5260286c9fdf5c075df8862d26b2c2ce8.pdf,documents/lao-people-s-democratic-republic/r2e002/9d24cac5260286c9fdf5c075df8862d26b2c2ce8/document.pdf,documents/lao-people-s-democratic-republic/r2e002/9d24cac5260286c9fdf5c075df8862d26b2c2ce8/document.md,af6fabea1be4d84dc82014fbafb152a07d5279e4408ce789f7ceb345c62c77d5,9946812759c28a8d79d99ca6784fbe4f,583782,15,reducto
Lao People's Democratic Republic,LA,Law,Law on Education (As revised 2015),2015,https://media.unesco.org/sites/default/files/webform/r2e002/a852a77d92d7f0bac729b21e6c9ab2f1e4a7d5ff.pdf,a852a77d92d7f0bac729b21e6c9ab2f1e4a7d5ff.pdf,documents/lao-people-s-democratic-republic/r2e002/a852a77d92d7f0bac729b21e6c9ab2f1e4a7d5ff/document.pdf,documents/lao-people-s-democratic-republic/r2e002/a852a77d92d7f0bac729b21e6c9ab2f1e4a7d5ff/document.md,8002c74fc724d35d0060405f0fa880e4d3b096d9ad865dd855d358db914bb850,4d8c11de303af9b0e2c1beaa20e897ff,1471465,34,reducto
Lao People's Democratic Republic,LA,Law,Family Law - 1990,1990,https://media.unesco.org/sites/default/files/webform/r2e002/bd0d51489370f99aeddf45b0b94b92456ef839a5.pdf,bd0d51489370f99aeddf45b0b94b92456ef839a5.pdf,documents/lao-people-s-democratic-republic/r2e002/bd0d51489370f99aeddf45b0b94b92456ef839a5/document.pdf,documents/lao-people-s-democratic-republic/r2e002/bd0d51489370f99aeddf45b0b94b92456ef839a5/document.md,f6b9c5de60488e565e789b10c2dbec9f0b58dd3ebc3e85d0147528d9b0f4a8b6,221d29d58ff1aeb3e4f9336f0ad5ff31,135645,16,docling+structure-repair
Lao People's Democratic Republic,LA,Programme/plan,Education Sector Development Framework 2009-2015,2015,https://media.unesco.org/sites/default/files/webform/r2e002/c105beadbdd358191c50737e3ca84570617cde99.pdf,c105beadbdd358191c50737e3ca84570617cde99.pdf,documents/lao-people-s-democratic-republic/r2e002/c105beadbdd358191c50737e3ca84570617cde99/document.pdf,documents/lao-people-s-democratic-republic/r2e002/c105beadbdd358191c50737e3ca84570617cde99/document.md,32d298a099cefa64f14934b961ea70c6c435df7b9964fc2b54f73f36c2ac0df0,db66f92126787786fa6bceba6f595986,755005,58,docling+structure-repair
Lao People's Democratic Republic,LA,Constitution,"Constitution of the Lao People's Democratic Republic 2003, as amended in 2015",2015,https://media.unesco.org/sites/default/files/webform/r2e002/e6278610c454fa7dc3ad43989d2524144a743b44.pdf,e6278610c454fa7dc3ad43989d2524144a743b44.pdf,documents/lao-people-s-democratic-republic/r2e002/e6278610c454fa7dc3ad43989d2524144a743b44/document.pdf,documents/lao-people-s-democratic-republic/r2e002/e6278610c454fa7dc3ad43989d2524144a743b44/document.md,e0862a2995e32a9415ba178f02e425ec6ea339e70f41df52df5cf70ce9eb4d90,51620f7f497ef6cd9ddeb9662f51667d,2108556,36,datalab
Latvia,LV,Law,Education Law - 1998 ( as amended through 2019),2019,https://media.unesco.org/sites/default/files/webform/r2e002/08032cdac91be372c80d1e83c417dc767db3e984.pdf,08032cdac91be372c80d1e83c417dc767db3e984.pdf,documents/latvia/r2e002/08032cdac91be372c80d1e83c417dc767db3e984/document.pdf,documents/latvia/r2e002/08032cdac91be372c80d1e83c417dc767db3e984/document.md,4d7b541d9db1f7bc2c09905dbcf701059e078252a9e1c799105deef0cf799f6c,ba0476f75f83707ca31a56e48446e231,397574,48,docling+structure-repair
Latvia,LV,Programme/plan,Latvian National Development Plan 2007-2013,2013,https://media.unesco.org/sites/default/files/webform/r2e002/4d204e83d1eaff2d40b8ebda64869552fa710487.pdf,4d204e83d1eaff2d40b8ebda64869552fa710487.pdf,documents/latvia/r2e002/4d204e83d1eaff2d40b8ebda64869552fa710487/document.pdf,documents/latvia/r2e002/4d204e83d1eaff2d40b8ebda64869552fa710487/document.md,09fa267a25e8544ae9298132eaa9af835e21d8c66b809edb4f29e875f96f8e44,7bf50bd7016b981fd4c06fb247cb318e,1372013,56,docling+structure-repair
Latvia,LV,Constitution,Constitution of Latvia - 1922 - as amended in 2019,2019,https://media.unesco.org/sites/default/files/webform/r2e002/a4227a03b8175ecef29bc68ef0b57ea0f519b8c9.pdf,a4227a03b8175ecef29bc68ef0b57ea0f519b8c9.pdf,documents/latvia/r2e002/a4227a03b8175ecef29bc68ef0b57ea0f519b8c9/document.pdf,documents/latvia/r2e002/a4227a03b8175ecef29bc68ef0b57ea0f519b8c9/document.md,6df6f5281e47b7861a2c3195f9ab8c22326eb142b9f43c9e7dd5c8176fd23294,c85c04930126546a4e716023f91c85e7,84764,9,docling+structure-repair
Latvia,LV,Law,Law on Higher Education Institutions - 1995,1995,https://media.unesco.org/sites/default/files/webform/r2e002/ce3eaee5bd6a3eae77928cf32223183f00e598b0.pdf,ce3eaee5bd6a3eae77928cf32223183f00e598b0.pdf,documents/latvia/r2e002/ce3eaee5bd6a3eae77928cf32223183f00e598b0/document.pdf,documents/latvia/r2e002/ce3eaee5bd6a3eae77928cf32223183f00e598b0/document.md,096ad7d31a44fb4137160e84fc7ca57da88991b129a17e48f0bb12a39d9c5c04,2d41cc0807475dbc605c9ffab67da0e8,404320,57,docling+structure-repair
Latvia,LV,Consultations,National Report submitted for the 10th Consultation on the 1960 Convention and Recommendation,1960,https://media.unesco.org/sites/default/files/webform/r2e002/latvia-10th_survey-on-discrimination-in-education-latvia.pdf,latvia-10th_survey-on-discrimination-in-education-latvia.pdf,documents/latvia/r2e002/latvia-10th-survey-on-discrimination-in-education-latvia/document.pdf,documents/latvia/r2e002/latvia-10th-survey-on-discrimination-in-education-latvia/document.md,27d010a83e52f942adfeb91ef6c6390caca90a82a238edf49a2594672fa6a3fe,58e4e4acb340848657a6b2bef66ceea0,235980,25,docling+structure-repair
Latvia,LV,Consultations,National Report submitted for the 7th Consultation on the 1974 Recommendation,1974,https://media.unesco.org/sites/default/files/webform/r2e002/latvia_for_publication.pdf,latvia_for_publication.pdf,documents/latvia/r2e002/latvia-for-publication/document.pdf,documents/latvia/r2e002/latvia-for-publication/document.md,62418830a575e7896b017e2253c20ff8039794f4f22d670da0a94cd5c0e2d632,741a7db6fa9e7756540fa0398eb8194d,427518,29,docling+structure-repair
Lesotho,LS,Law,Lesotho Education Act - 2010,2010,https://media.unesco.org/sites/default/files/webform/r2e002/14370d6d78635238fa0d464a71a9b9764876d21e.pdf,14370d6d78635238fa0d464a71a9b9764876d21e.pdf,documents/lesotho/r2e002/14370d6d78635238fa0d464a71a9b9764876d21e/document.pdf,documents/lesotho/r2e002/14370d6d78635238fa0d464a71a9b9764876d21e/document.md,baa0e357e8331336f4b55dc204ba10057ba0e792aee67243b928b6bbd7827877,1d0b16c35cfb6150ea2c05031faae882,2639341,53,unstructured
Lesotho,LS,Law,Higher Education Act 2004,2004,https://media.unesco.org/sites/default/files/webform/r2e002/6bc83c675a85a0b68ad680ae161f4617f1052ea3.pdf,6bc83c675a85a0b68ad680ae161f4617f1052ea3.pdf,documents/lesotho/r2e002/6bc83c675a85a0b68ad680ae161f4617f1052ea3/document.pdf,documents/lesotho/r2e002/6bc83c675a85a0b68ad680ae161f4617f1052ea3/document.md,6f77f61185a6bf3bb269939a9a644b16761dc2d7bb0fbe21f1f9070505122e4c,bc04d90c2bfc7d17c3a9e022ea764ae7,7564851,40,unstructured
Lithuania,LT,Law,Amendment 2020 law education,2020,https://media.unesco.org/sites/default/files/webform/r2e002/1e886f6e73d9b20df7814da00d6b4abef7c9e8b2.pdf,1e886f6e73d9b20df7814da00d6b4abef7c9e8b2.pdf,documents/lithuania/r2e002/1e886f6e73d9b20df7814da00d6b4abef7c9e8b2/document.pdf,documents/lithuania/r2e002/1e886f6e73d9b20df7814da00d6b4abef7c9e8b2/document.md,3a19da704e497f031f87a72a0c5996da77aed4f27907a6e7031f2bb4b7850f83,40357ee7a09d718defc7990b1f20f9d7,241582,4,llamaparse
Malawi,MW,Law,The Gender Equality Bill - 2012,2012,https://media.unesco.org/sites/default/files/webform/r2e002/18229e57defdcc7d46bd9cf8cbf919e1171ebabb.pdf,18229e57defdcc7d46bd9cf8cbf919e1171ebabb.pdf,documents/malawi/r2e002/18229e57defdcc7d46bd9cf8cbf919e1171ebabb/document.pdf,documents/malawi/r2e002/18229e57defdcc7d46bd9cf8cbf919e1171ebabb/document.md,31c920d027ef881611a0c15f95f6a8b2c4aa1a557cf0ce7f0761aec1e31e619a,156867fd891fb512cbf44f55c11e81ff,415801,12,unstructured
Malawi,MW,Law,Education Act (No. 21) of 2013,2013,https://media.unesco.org/sites/default/files/webform/r2e002/b61412353007d34e82ca104df4de459fa06ac453.pdf,b61412353007d34e82ca104df4de459fa06ac453.pdf,documents/malawi/r2e002/b61412353007d34e82ca104df4de459fa06ac453/document.pdf,documents/malawi/r2e002/b61412353007d34e82ca104df4de459fa06ac453/document.md,b4e91155196f99b8cd2b8e0d190c35125d18c23085e307a36e1a4f8339dca34d,1fee789403cc28d3b820dd5534778ad4,3182459,55,unstructured
Mali,ML,Law,Loi n° 99-046 portant loi d'orientation sur l'éducation - 1999,1999,https://media.unesco.org/sites/default/files/webform/r2e002/56e27083c1672b61baabadb8fd10af2ca7cd5391.pdf,56e27083c1672b61baabadb8fd10af2ca7cd5391.pdf,documents/mali/r2e002/56e27083c1672b61baabadb8fd10af2ca7cd5391/document.pdf,documents/mali/r2e002/56e27083c1672b61baabadb8fd10af2ca7cd5391/document.md,f8c97f1f3129edf5aa6310030131c5a3c29ff39463f823807cb577795862bb20,6f3c41494b07d685f4bdc2ea31290112,5447308,6,llamaparse
Mauritania,MR,Decree,"L'Ordonnance no 81-212 portant statut de l'enseignement privé, l'ordonnance 81-211 portant réorganisation de l’enseignement technique",,https://media.unesco.org/sites/default/files/webform/r2e002/149b87e85b6465c32d8ad462059642ad415fff60.pdf,149b87e85b6465c32d8ad462059642ad415fff60.pdf,documents/mauritania/r2e002/149b87e85b6465c32d8ad462059642ad415fff60/document.pdf,documents/mauritania/r2e002/149b87e85b6465c32d8ad462059642ad415fff60/document.md,761eeeb27ff88cfb08a364cdb3862d8af904c7bbb46cfc1e837504c0b36ac1c4,1e57925cd8132e54d7da6ed1fcd22291,4267256,44,llamaparse
Mexico,MX,Decree,Decree approving the National Program on the Equality of Women and Men - 2009,2009,https://media.unesco.org/sites/default/files/webform/r2e002/f5163c98fe65726c04cc4cae24ff02bcc14aa546.pdf,f5163c98fe65726c04cc4cae24ff02bcc14aa546.pdf,documents/mexico/r2e002/f5163c98fe65726c04cc4cae24ff02bcc14aa546/document.pdf,documents/mexico/r2e002/f5163c98fe65726c04cc4cae24ff02bcc14aa546/document.md,1be340a72aa8293f4a130bd76616ed74b7185baebdd7f931dad51548cabe9b68,0cf92ee6c69471ab1c330bf84d810a40,1181415,39,datalab
Mexico,MX,Consultations,National Report submitted for the 10th Consultation on the 1960 Convention and Recommendation,1960,https://media.unesco.org/sites/default/files/webform/r2e002/mexico-convencion-1960-mexico.pdf,mexico-convencion-1960-mexico.pdf,documents/mexico/r2e002/mexico-convencion-1960-mexico/document.pdf,documents/mexico/r2e002/mexico-convencion-1960-mexico/document.md,d878ba2947094660a85c28f620ed946aa609acd62148d31c9b5e9d5c80fc4147,cce16450603b1bc32d7a56fa7a69fe56,2501612,9,datalab
Morocco,MA,Constitution,Constitution du Maroc - 2011,2011,https://media.unesco.org/sites/default/files/webform/r2e002/40f9037402c91da24020abb17b1016f8e5b3e158.pdf,40f9037402c91da24020abb17b1016f8e5b3e158.pdf,documents/morocco/r2e002/40f9037402c91da24020abb17b1016f8e5b3e158/document.pdf,documents/morocco/r2e002/40f9037402c91da24020abb17b1016f8e5b3e158/document.md,30bd5b7353182b88b0ccc1418620c356df42fe98cecd6e09a56c8d5c17f0c518,22d1afbcefa0a22225b356b7052f82c4,1371193,27,reducto
Morocco,MA,Consultations,National Report submitted for the 11th Consultation on the 1960 Convention and Recommendation,1960,https://media.unesco.org/sites/default/files/webform/r2e002/morocco-11th-consultation-combined.pdf,morocco-11th-consultation-combined.pdf,documents/morocco/r2e002/morocco-11th-consultation-combined/document.pdf,documents/morocco/r2e002/morocco-11th-consultation-combined/document.md,4cfc5bf6394153aaae7bc5e19aefc18e327dfbcea079abee47578cb5fce9b9e8,0d34d6f8b338665eb8536560e9ea52c5,18525610,90,reducto
Mozambique,MZ,Law,Law of the National System of Education - 1992,1992,https://media.unesco.org/sites/default/files/webform/r2e002/6fe41da5377630d7fca556ba615e9ae87d2a217e.pdf,6fe41da5377630d7fca556ba615e9ae87d2a217e.pdf,documents/mozambique/r2e002/6fe41da5377630d7fca556ba615e9ae87d2a217e/document.pdf,documents/mozambique/r2e002/6fe41da5377630d7fca556ba615e9ae87d2a217e/document.md,82b340a40e9c34eeb46ef499d8519226c11f774f10b02dc29521f6287ed86628,f085f3129b3c512ecd43c286fefd71e5,948920,6,datalab
Namibia,,Law,Education Act - 2001,2001,https://media.unesco.org/sites/default/files/webform/r2e002/241504d10180425f8ad28cd2bf570fea027415d6.pdf,241504d10180425f8ad28cd2bf570fea027415d6.pdf,documents/namibia/r2e002/241504d10180425f8ad28cd2bf570fea027415d6/document.pdf,documents/namibia/r2e002/241504d10180425f8ad28cd2bf570fea027415d6/document.md,028f26c77e9ab725f08f20c4e91e19caa5d2bc44f16ae68d3954fb9e5c80ccb0,1deb98242e122caf542131108d893b23,14010533,42,llamaparse
Niger,NE,Decree,Décret portant création du diplôme de BTS -2003,2003,https://media.unesco.org/sites/default/files/webform/r2e002/400ab964aee8e0af7c07f588fb8ac792aa472f57.pdf,400ab964aee8e0af7c07f588fb8ac792aa472f57.pdf,documents/niger/r2e002/400ab964aee8e0af7c07f588fb8ac792aa472f57/document.pdf,documents/niger/r2e002/400ab964aee8e0af7c07f588fb8ac792aa472f57/document.md,073864c0489bb7d6328af97729e83e6caea0f1a010f817b919495264a0957183,481babc3e523ab605fb6c89b049dbbf5,594729,2,llamaparse
Niger,NE,Decree,"Arrêté portant création, organisation et attributions des DRESS - 2002",2002,https://media.unesco.org/sites/default/files/webform/r2e002/5841f37865815e68c5e09d1511f84fb9f5191100.pdf,5841f37865815e68c5e09d1511f84fb9f5191100.pdf,documents/niger/r2e002/5841f37865815e68c5e09d1511f84fb9f5191100/document.pdf,documents/niger/r2e002/5841f37865815e68c5e09d1511f84fb9f5191100/document.md,e48974e3a2ec2345880c5d25d0e6349974fa2a5be53f0a1fbc5b3db70583292a,5847344bbd75391deada67d58639e86d,1620055,6,llamaparse
Niger,NE,Decree,Ordonnance portant règlementation de l'Enseignement Privé - 1996,1996,https://media.unesco.org/sites/default/files/webform/r2e002/d34fedf6eee0e5f72b21d03d28c21675beaef2e9.pdf,d34fedf6eee0e5f72b21d03d28c21675beaef2e9.pdf,documents/niger/r2e002/d34fedf6eee0e5f72b21d03d28c21675beaef2e9/document.pdf,documents/niger/r2e002/d34fedf6eee0e5f72b21d03d28c21675beaef2e9/document.md,d7599a9c61e43c3546e385548390e33ec70f53300e7f32585f75ed668650739c,82551b9ce9794655fbd2ee86099dbeb4,1118203,5,llamaparse
Norway,NO,Law,The Anti-Discrimination Ombud Act - 2005,2005,https://media.unesco.org/sites/default/files/webform/r2e002/e98c32e0a36c4b2ba861364a191fb4853bed2cc7.pdf,e98c32e0a36c4b2ba861364a191fb4853bed2cc7.pdf,documents/norway/r2e002/e98c32e0a36c4b2ba861364a191fb4853bed2cc7/document.pdf,documents/norway/r2e002/e98c32e0a36c4b2ba861364a191fb4853bed2cc7/document.md,28c20b476883aa6124e0fcb152f8f140b674c6c68bd7f46773104fb877e436de,9e3091789d716b480316bf30c5e8cdd1,1303718,5,reducto
Norway,NO,Law,Gender Equality Act - 1979,1979,https://media.unesco.org/sites/default/files/webform/r2e002/fcf173e8281465553b4d041d5533893d05fff941.pdf,fcf173e8281465553b4d041d5533893d05fff941.pdf,documents/norway/r2e002/fcf173e8281465553b4d041d5533893d05fff941/document.pdf,documents/norway/r2e002/fcf173e8281465553b4d041d5533893d05fff941/document.md,c9aa50ae3e5908ef7605f5833a1497ff57fbcbff65fa8844ad0388f770644007,967609ea811612f6a4150f1c178e838a,1227085,5,reducto
Pakistan,PK,Law,Islamabad Capital Territory - Right to Free and Compulsory Education Act 2012,2012,https://media.unesco.org/sites/default/files/webform/r2e002/23f12f0039767ba317e57226354ef4985c54ff74_0.pdf,23f12f0039767ba317e57226354ef4985c54ff74_0.pdf,documents/pakistan/r2e002/23f12f0039767ba317e57226354ef4985c54ff74-0/document.pdf,documents/pakistan/r2e002/23f12f0039767ba317e57226354ef4985c54ff74-0/document.md,b3d175209b27ccaf0474f44b99211881dd656be3ad9ea5a534371e11763fa14d,1ceefbaa63db2b81ae0a9951b7ce4913,709988,14,datalab
Pakistan,PK,Law,Right to Free and Compulsory Education Act - 2012,2012,https://media.unesco.org/sites/default/files/webform/r2e002/23f12f0039767ba317e57226354ef4985c54ff74.pdf,23f12f0039767ba317e57226354ef4985c54ff74.pdf,documents/pakistan/r2e002/23f12f0039767ba317e57226354ef4985c54ff74/document.pdf,documents/pakistan/r2e002/23f12f0039767ba317e57226354ef4985c54ff74/document.md,b3d175209b27ccaf0474f44b99211881dd656be3ad9ea5a534371e11763fa14d,1ceefbaa63db2b81ae0a9951b7ce4913,709988,14,datalab
Pakistan,PK,Law,Balochistan Compulsory Education Act - 2014,2014,https://media.unesco.org/sites/default/files/webform/r2e002/96d91f9254d3b4de035154109617ad3990741394.pdf,96d91f9254d3b4de035154109617ad3990741394.pdf,documents/pakistan/r2e002/96d91f9254d3b4de035154109617ad3990741394/document.pdf,documents/pakistan/r2e002/96d91f9254d3b4de035154109617ad3990741394/document.md,834299b2a060905a74da34102c15b17e7d9891cdc073406affcb72ace5e976ea,d991e411f8ace1d7f6143f0ac997e5ea,2661983,4,unstructured
Pakistan,PK,Law,Khyber-Pakhtunkhwa Free Compulsory Primary and Secondary Education Bill - 2017,2017,https://media.unesco.org/sites/default/files/webform/r2e002/e3c07695e5605ad3b0b0fe077c9d7fe390de1008.pdf,e3c07695e5605ad3b0b0fe077c9d7fe390de1008.pdf,documents/pakistan/r2e002/e3c07695e5605ad3b0b0fe077c9d7fe390de1008/document.pdf,documents/pakistan/r2e002/e3c07695e5605ad3b0b0fe077c9d7fe390de1008/document.md,42b139846d244ed1093f754c6ad82daa2b08d8cbec62044f7919e8c06e753f63,ca6b04353acaa0c8636b983698a968e0,113435,3,llamaparse
Panama,PA,Law,Organic Law of Education - 1946,1946,https://media.unesco.org/sites/default/files/webform/r2e002/bfb5ddb865b96079ed7f0d5f9f3a897c2cbd3c60.pdf,bfb5ddb865b96079ed7f0d5f9f3a897c2cbd3c60.pdf,documents/panama/r2e002/bfb5ddb865b96079ed7f0d5f9f3a897c2cbd3c60/document.pdf,documents/panama/r2e002/bfb5ddb865b96079ed7f0d5f9f3a897c2cbd3c60/document.md,1ce543ddd440c480d020db87089a7a807337b26effd5b51a82121172c40afd91,7f2ca7d608a3586e4c53d29f87789636,3122029,16,llamaparse
Papua New Guinea,PG,Law,Bougainville education act 2013,2013,https://media.unesco.org/sites/default/files/webform/r2e002/233b6c616ae3bd34b3274bafef81095515d3f5b3.pdf,233b6c616ae3bd34b3274bafef81095515d3f5b3.pdf,documents/papua-new-guinea/r2e002/233b6c616ae3bd34b3274bafef81095515d3f5b3/document.pdf,documents/papua-new-guinea/r2e002/233b6c616ae3bd34b3274bafef81095515d3f5b3/document.md,912e0256ba9e4f1b88d48b97914ef7c549c072137e7e8d2600c536cc17f5110e,1238cbecbc4c6e59617a17b4757c0f81,7608616,52,reducto
Paraguay,PY,Law,Law No. 28123 Amendment to the Law of Education - 1998,1998,https://media.unesco.org/sites/default/files/webform/r2e002/a64a812e642ae3a0538317b9c461c931e0b4ad7c_0.pdf,a64a812e642ae3a0538317b9c461c931e0b4ad7c_0.pdf,documents/paraguay/r2e002/a64a812e642ae3a0538317b9c461c931e0b4ad7c-0/document.pdf,documents/paraguay/r2e002/a64a812e642ae3a0538317b9c461c931e0b4ad7c-0/document.md,195a2754aea0900acfae93a6ccb704f9bd16f3753cbbfe40b70bd7d1a633cbc7,7e73f95db00005897bb4cdd716b2be28,29428,1,llamaparse
Paraguay,PY,Law,Law n° 5.136 on inclusive education,,https://media.unesco.org/sites/default/files/webform/r2e002/f91e0a305455e9062f217ff8576eb30c2541be17.pdf,f91e0a305455e9062f217ff8576eb30c2541be17.pdf,documents/paraguay/r2e002/f91e0a305455e9062f217ff8576eb30c2541be17/document.pdf,documents/paraguay/r2e002/f91e0a305455e9062f217ff8576eb30c2541be17/document.md,cb3e7da3a2d9cb18057e8e18d045b5642655202dd0273ff80005fe88ebdd491f,6a146b1e68a7c769bc0413bb0ae0714a,4770576,8,llamaparse
